"Raw_data_identifier","Year","Month","Day","Time (24h)","T1","T2","T3","Soil_moisture_raw"
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,1,"11:00",10.5,8.3125,8,2217
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,1,"11:15",10.5,8.1875,8.0625,2216
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,1,"11:30",10.5,8.125,7.375,2216
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,1,"11:45",10.4375,8.125,7.3125,2216
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,1,"12:00",10.375,8.125,7.8125,2216
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,1,"12:15",10.375,8.1875,7.75,2214
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,1,"12:30",10.375,8.125,7.75,2213
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,1,"12:45",10.375,8.0625,7.375,2212
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,1,"13:00",10.3125,7.75,6.125,2212
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,1,"13:15",10.25,7.6875,6.125,2212
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,1,"13:30",10.25,7.9375,6.875,2213
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,1,"13:45",10.25,8.1875,7.6875,2213
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,1,"14:00",10.25,8.75,9.4375,2213
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,1,"14:15",10.25,9.3125,10.875,2213
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,1,"14:30",10.25,10,11.5625,2213
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,1,"14:45",10.25,10.625,13.625,2213
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,1,"15:00",10.25,10.875,13.6875,2212
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,1,"15:15",10.25,11.8125,15.375,2213
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,1,"15:30",10.3125,12.75,16.375,2212
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,1,"15:45",10.375,13.375,16.875,2213
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,1,"16:00",10.375,13,15.125,2211
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,1,"16:15",10.5,13.375,16.9375,2210
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,1,"16:30",10.5,13.625,16.1875,2210
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,1,"16:45",10.625,13.1875,15.1875,2208
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,1,"17:00",10.625,13.375,15.875,2207
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,1,"17:15",10.75,14,17.625,2207
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,1,"17:30",10.75,14.75,18.375,2207
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,1,"17:45",10.8125,14.0625,15.625,2206
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,1,"18:00",10.875,13.5,15.4375,2204
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,1,"18:15",10.9375,13.375,14.875,2203
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,1,"18:30",11,12.4375,11.5625,2200
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,1,"18:45",11,11.4375,9.75,2198
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,1,"19:00",11,10.9375,9.3125,2198
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,1,"19:15",11,10.5,8.8125,2199
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,1,"19:30",11,10.4375,9.375,2202
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,1,"19:45",11,10.75,9.625,2204
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,1,"20:00",11,11,9.625,2205
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,1,"20:15",11,10.75,9.0625,2205
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,1,"20:30",11,10.625,9.4375,2205
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,1,"20:45",11,11.4375,10.5,2205
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,1,"21:00",11,11.375,10.125,2205
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,1,"21:15",11,10.75,9.125,2206
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,1,"21:30",11,10.375,8.625,2207
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,1,"21:45",11,10.25,9,2208
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,1,"22:00",11,10.5,9.75,2212
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,1,"22:15",11,10.625,9.25,2215
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,1,"22:30",11,10.375,8.4375,2220
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,1,"22:45",11,9.875,8.0625,2224
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,1,"23:00",11,9.625,8,2256
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,1,"23:15",11,9.375,7.75,2267
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,1,"23:30",10.9375,9.25,7.625,2267
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,1,"23:45",10.875,9.125,7.5625,2278
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,2,"00:00",10.875,9,7.625,2294
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,2,"00:15",10.875,9.25,8.0625,2308
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,2,"00:30",10.8125,9.375,8,2315
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,2,"00:45",10.75,9.3125,8,2320
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,2,"01:00",10.75,9.1875,7.5,2322
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,2,"01:15",10.75,9,7.1875,2324
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,2,"01:30",10.75,8.6875,6.8125,2329
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,2,"01:45",10.6875,8.5,6.625,2334
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,2,"02:00",10.6875,8.625,7.125,2337
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,2,"02:15",10.625,8.625,7,2338
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,2,"02:30",10.625,8.5625,7,2341
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,2,"02:45",10.625,8.5,7,2344
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,2,"03:00",10.5625,8.5,7,2347
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,2,"03:15",10.5,8.5625,7.125,2349
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,2,"03:30",10.5,8.625,7.125,2350
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,2,"03:45",10.5,8.625,7.25,2351
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,2,"04:00",10.5,8.625,7.1875,2352
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,2,"04:15",10.5,8.625,7.25,2357
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,2,"04:30",10.4375,8.625,7,2360
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,2,"04:45",10.375,8.5,7,2361
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,2,"05:00",10.375,8.5,7.125,2361
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,2,"05:15",10.375,8.375,6.375,2362
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,2,"05:30",10.375,8.375,6.75,2362
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,2,"05:45",10.375,8.375,6.875,2362
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,2,"06:00",10.3125,8.375,6.75,2361
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,2,"06:15",10.3125,8.375,6.75,2362
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,2,"06:30",10.25,8.1875,6.25,2361
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,2,"06:45",10.25,8.125,6.4375,2361
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,2,"07:00",10.25,8.125,6.75,2360
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,2,"07:15",10.25,8.125,6.75,2365
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,2,"07:30",10.25,8.0625,6.75,2381
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,2,"07:45",10.1875,8,6.5,2401
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,2,"08:00",10.125,7.875,6.3125,2425
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,2,"08:15",10.125,7.75,6.375,2436
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,2,"08:30",10.0625,8,6.6875,2438
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,2,"08:45",10,8.125,6.875,2439
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,2,"09:00",10,8.1875,6.875,2438
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,2,"09:15",10,8.1875,6.875,2438
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,2,"09:30",10,8.25,6.875,2438
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,2,"09:45",10,8.25,6.875,2438
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,2,"10:00",9.9375,8.1875,6.75,2438
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,2,"10:15",9.9375,8.0625,6.5,2442
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,2,"10:30",9.9375,7.8125,6.1875,2460
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,2,"10:45",9.875,7.75,5.8125,2469
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,2,"11:00",9.875,7.125,5,2469
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,2,"11:15",9.875,7.25,5.8125,2468
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,2,"11:30",9.8125,7.5,6.125,2467
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,2,"11:45",9.75,7.625,6,2465
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,2,"12:00",9.75,7.75,6.375,2463
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,2,"12:15",9.75,7.8125,6.375,2462
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,2,"12:30",9.75,7.875,6.5,2461
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,2,"12:45",9.75,7.875,6.5,2460
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,2,"13:00",9.75,7.875,6.5,2460
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,2,"13:15",9.6875,8,6.875,2460
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,2,"13:30",9.6875,8.0625,6.8125,2463
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,2,"13:45",9.6875,8.125,7,2473
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,2,"14:00",9.625,8.3125,7,2480
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,2,"14:15",9.625,8.5,7.5625,2483
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,2,"14:30",9.625,8.3125,6.875,2492
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,2,"14:45",9.625,8.25,7,2501
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,2,"15:00",9.625,8.4375,7.5,2503
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,2,"15:15",9.625,8.625,7.625,2504
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,2,"15:30",9.625,8.6875,8.25,2505
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,2,"15:45",9.625,9.125,8.625,2505
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,2,"16:00",9.625,9.625,9.875,2503
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,2,"16:15",9.625,10.625,11.5,2503
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,2,"16:30",9.625,11,10.75,2501
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,2,"16:45",9.75,10.625,10.1875,2500
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,2,"17:00",9.75,11.125,12,2510
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,2,"17:15",9.75,11.625,11.5,2513
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,2,"17:30",9.875,11.5,10.625,2513
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,2,"17:45",9.875,12.25,14.25,2516
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,2,"18:00",9.9375,14.25,15.3125,2518
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,2,"18:15",10,15.125,15.5,2517
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,2,"18:30",10.125,14.1875,12.5625,2514
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,2,"18:45",10.1875,13.25,13.75,2510
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,2,"19:00",10.25,14.5,18.125,2509
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,2,"19:15",10.375,16.375,15.6875,2510
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,2,"19:30",10.5,13.8125,12.125,2504
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,2,"19:45",10.5625,13.375,12.125,2502
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,2,"20:00",10.625,17.75,21.8125,2504
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,2,"20:15",10.75,18.625,25.75,2504
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,2,"20:30",10.875,18.625,26.25,2503
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,2,"20:45",11,18.875,27.25,2501
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,2,"21:00",11.125,19.375,28.5,2500
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,2,"21:15",11.3125,16.6875,19.375,2497
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,2,"21:30",11.5,16.25,19.625,2495
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,2,"21:45",11.5625,14.25,14.5,2492
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,2,"22:00",11.625,14,16,2490
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,2,"22:15",11.6875,14.375,16.4375,2489
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,2,"22:30",11.75,13.875,15,2488
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,2,"22:45",11.75,12.375,12,2485
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,2,"23:00",11.75,11.5625,12.0625,2483
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,2,"23:15",11.75,11.75,12.125,2482
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,2,"23:30",11.75,11.375,10.8125,2481
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,2,"23:45",11.75,11.125,10.125,2480
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,3,"00:00",11.75,10.75,9.875,2479
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,3,"00:15",11.75,10.75,10.0625,2478
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,3,"00:30",11.6875,10.8125,10.25,2477
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,3,"00:45",11.6875,10.75,9.875,2477
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,3,"01:00",11.625,10.4375,9.125,2476
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,3,"01:15",11.625,10.125,8.4375,2475
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,3,"01:30",11.625,9.875,8,2474
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,3,"01:45",11.625,9.625,7.625,2473
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,3,"02:00",11.5625,9.375,7.5,2473
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,3,"02:15",11.5,9.25,7.3125,2472
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,3,"02:30",11.5,9.125,7.25,2472
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,3,"02:45",11.5,9.125,7.25,2471
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,3,"03:00",11.4375,9.0625,7.125,2472
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,3,"03:15",11.375,8.75,6.1875,2470
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,3,"03:30",11.375,8.375,6,2470
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,3,"03:45",11.375,8.5,6.875,2469
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,3,"04:00",11.25,8.75,7.25,2469
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,3,"04:15",11.25,8.75,6.75,2469
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,3,"04:30",11.25,8.625,6.1875,2468
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,3,"04:45",11.1875,8,5.25,2468
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,3,"05:00",11.125,7.875,6,2467
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,3,"05:15",11.125,7.875,5.125,2467
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,3,"05:30",11.0625,7.4375,4,2466
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,3,"05:45",11,6.9375,3.5,2465
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,3,"06:00",11,7,4.3125,2465
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,3,"06:15",10.9375,6.75,3.3125,2464
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,3,"06:30",10.875,6.5,3.3125,2464
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,3,"06:45",10.875,6.875,4.75,2463
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,3,"07:00",10.8125,7.0625,4.375,2463
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,3,"07:15",10.75,6.75,3.0625,2463
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,3,"07:30",10.75,6.5,4,2462
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,3,"07:45",10.6875,6.8125,4.625,2462
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,3,"08:00",10.625,7.125,5.3125,2462
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,3,"08:15",10.625,7.3125,5.125,2461
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,3,"08:30",10.5625,7.4375,5.75,2461
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,3,"08:45",10.5,7.75,6.25,2460
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,3,"09:00",10.5,7.9375,6.3125,2460
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,3,"09:15",10.5,7.75,5.125,2460
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,3,"09:30",10.5,6.9375,2.8125,2459
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,3,"09:45",10.4375,6.125,1.8125,2458
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,3,"10:00",10.375,5.5625,1.1875,2457
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,3,"10:15",10.375,5.3125,1.375,2457
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,3,"10:30",10.25,5.125,0.875,2456
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,3,"10:45",10.25,5,1,2455
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,3,"11:00",10.1875,4.875,0.75,2455
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,3,"11:15",10.125,4.75,0.9375,2454
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,3,"11:30",10.0625,4.625,0.4375,2454
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,3,"11:45",10,4.8125,1.875,2454
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,3,"12:00",10,5,1.6875,2453
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,3,"12:15",9.875,5,1.625,2452
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,3,"12:30",9.875,5.0625,1.75,2452
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,3,"12:45",9.8125,5.25,2.6875,2451
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,3,"13:00",9.75,6,5.125,2451
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,3,"13:15",9.75,6.625,4.875,2451
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,3,"13:30",9.6875,6.875,6.375,2450
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,3,"13:45",9.6875,7.625,7.625,2450
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,3,"14:00",9.6875,8.375,9,2450
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,3,"14:15",9.6875,9.5625,10.125,2450
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,3,"14:30",9.6875,10,10.0625,2450
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,3,"14:45",9.75,9.75,8.875,2449
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,3,"15:00",9.75,9.375,8,2449
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,3,"15:15",9.75,9.5,9.375,2448
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,3,"15:30",9.8125,12.125,13.375,2449
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,3,"15:45",9.875,12.25,12.25,2448
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,3,"16:00",9.875,11.625,10.6875,2445
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,3,"16:15",9.9375,10.75,9.8125,2444
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,3,"16:30",10,10.75,11.0625,2445
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,3,"16:45",10,12.1875,16,2445
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,3,"17:00",10.0625,13.375,22.25,2445
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,3,"17:15",10.125,15.25,23,2445
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,3,"17:30",10.1875,15.5625,23.25,2445
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,3,"17:45",10.3125,15.625,22.5625,2443
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,3,"18:00",10.375,18.6875,28,2445
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,3,"18:15",10.5,17.5,20.125,2444
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,3,"18:30",10.6875,14.875,15.875,2441
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,3,"18:45",10.8125,13.25,13.75,2439
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,3,"19:00",10.875,12.8125,17.5,2437
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,3,"19:15",10.875,18.0625,26.875,2440
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,3,"19:30",11,19.875,28.4375,2440
"Enquist_Gradient_PbmNearPhenocamClose",2021,9,3,"19:45",11.125,20.25,26.375,2440
